user_id,polarity,vec_BIG_OIL,vec_CHINA,vec_EU_UKRAINE,vec_ISRAEL,vec_LNG,vec_RENEWABLES,vec_RUSSIA,vec_SANCTIONS_TARIFFS,vec_US_POLICY
tw301896133,-0.5272321241876583,0.0,0.0,-1.0,0.0,0.0,-1.0,1.0,-1.0,0.0
tw43721010,-0.9999999989950353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
tw125333935,-0.9999999989950353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
tw3029098295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tw612419858,-0.5272321241876583,0.0,0.0,-1.0,0.0,0.0,-1.0,1.0,-1.0,0.0
tw1068646828520935424,0.6249634846616358,0.25,-0.25,0.0,0.0,0.25,0.0,0.0,-0.25,0.25
tw327426702,-0.6765729291252083,0.0,0.1111111111111111,-0.2222222222222222,0.0,0.1111111111111111,-0.2222222222222222,0.3333333333333333,-0.7777777777777778,-0.2222222222222222
tw20786930,-0.6232290591632333,0.0,-0.3333333333333333,0.0,0.0,-0.6666666666666666,0.0,0.0,0.0,-0.6666666666666666
tw2538260976,-0.5272321241876583,0.0,0.0,-1.0,0.0,0.0,-1.0,1.0,-1.0,0.0
tw1851082827162337280,-0.9999999989950353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
tw1255584228076593157,-0.5272321241876583,0.0,0.0,-1.0,0.0,0.0,-1.0,1.0,-1.0,0.0
tw770470333933584386,-0.5272321241876583,0.0,0.0,-1.0,0.0,0.0,-1.0,1.0,-1.0,0.0
tw1692023594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tw705170343493816321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tw372393596,-0.9999999989950353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
tw1393026118303854594,-0.9999999989950353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
tw288057725,0.9999999976818903,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
tw1072205486395674629,-0.9999999989950353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
tw1388574187,-0.9999999989950353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
tw1197662392630611968,-0.5272321241876583,0.0,0.0,-1.0,0.0,0.0,-1.0,1.0,-1.0,0.0
tw616576119,-0.5272321241876583,0.0,0.0,-1.0,0.0,0.0,-1.0,1.0,-1.0,0.0
tw259449303,0.9999999968464398,0.0,0.0,0.0,0.0,0.0,0.0,-0.3333333333333333,0.0,0.0
tw1493692415777153027,-0.5272321241876583,0.0,0.0,-1.0,0.0,0.0,-1.0,1.0,-1.0,0.0
tw2736452230,-0.07120552712545426,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,-0.25
tw2327478721,-0.9999999989950353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
tw1314668233237188608,-0.8608706004740818,0.0,0.6,-0.2,0.0,-0.2,-0.2,0.6,-0.4,-0.4
tw26445040,-0.9999999989950353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
tw1463971920471212033,-0.9999999989950353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
tw1284896620824453120,-0.9999999989950353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
tw1804261681075302400,-0.5272321241876583,0.0,0.0,-1.0,0.0,0.0,-1.0,1.0,-1.0,0.0
tw1524094166900391936,-0.7340746393144773,0.0,0.5,-0.5,0.0,0.0,-0.5,1.0,-1.0,0.0
tw754811962660311040,-0.9999999979900706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5
tw1105186615,-0.9999999989950353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
tw2364894978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tw1392187982535438339,-0.9999999989950353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
tw729863660,-0.9999999979900706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5
tw1121334664051011584,-0.9999999989950353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
tw834572923,0.6917148527517418,0.0,-0.25,0.25,0.0,0.0,0.0,-0.5,0.5,-0.25
tw850367182005559297,-0.5272321241876583,0.0,0.0,-1.0,0.0,0.0,-1.0,1.0,-1.0,0.0
tw242670816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tw1596164625518698500,-0.5272321241876583,0.0,0.0,-1.0,0.0,0.0,-1.0,1.0,-1.0,0.0
tw94868048,-0.9999999989950353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
tw468803868,-0.5272321241876583,0.0,0.0,-1.0,0.0,0.0,-1.0,1.0,-1.0,0.0
tw200330249,-0.5272321241876583,0.0,0.0,-1.0,0.0,0.0,-1.0,1.0,-1.0,0.0
tw270516218,-0.9999999969851059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3333333333333333
tw1693047035895656448,-0.5272321241876583,0.0,0.0,-1.0,0.0,0.0,-1.0,1.0,-1.0,0.0
tw1631592050,-0.5272321241876583,0.0,0.0,-1.0,0.0,0.0,-1.0,1.0,-1.0,0.0
tw161933900,-0.9999999989950353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
tw49236051,-0.9999999989950353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
tw243746431,-0.9999999989950353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
tw1175489837362831360,-0.5272321241876583,0.0,0.0,-1.0,0.0,0.0,-1.0,1.0,-1.0,0.0
tw198958324,-0.5272321241876583,0.0,0.0,-1.0,0.0,0.0,-1.0,1.0,-1.0,0.0
tw1247271730076438529,-0.5272321241876583,0.0,0.0,-1.0,0.0,0.0,-1.0,1.0,-1.0,0.0
tw1046125825,0.17918497073231543,0.0,0.0,0.0,0.0,0.5,-1.0,0.5,-0.5,0.0
tw873909694762496000,-0.5272321241876583,0.0,0.0,-1.0,0.0,0.0,-1.0,1.0,-1.0,0.0
tw433642456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tw1858488723844763648,-0.5272321241876583,0.0,0.0,-1.0,0.0,0.0,-1.0,1.0,-1.0,0.0
tw1856168053681074176,-0.5272321241876583,0.0,0.0,-1.0,0.0,0.0,-1.0,1.0,-1.0,0.0
tw119322785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tw44534424,-0.9999999989950353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
tw1937436782,-0.5272321241876583,0.0,0.0,-1.0,0.0,0.0,-1.0,1.0,-1.0,0.0
tw1635698034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tw1126210045518200835,0.9999999993361528,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,-0.6666666666666666,0.3333333333333333,0.0
tw2721175036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tw966117117220343808,-0.9999999989950353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
tw1053293688363929600,-0.5272321241876583,0.0,0.0,-1.0,0.0,0.0,-1.0,1.0,-1.0,0.0
tw3145734280,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tw102202964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tw164031061,-0.9999999989950353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
tw1250093386767441923,-0.5272321241876583,0.0,0.0,-1.0,0.0,0.0,-1.0,1.0,-1.0,0.0
tw84779244,-0.9999999989950353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
tw239347361,-0.9999999989950353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
tw857315135198683137,-0.9999999989950353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
tw1470065207062020102,-0.9999999989950353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
tw1165594256305790978,-0.5272321241876583,0.0,0.0,-1.0,0.0,0.0,-1.0,1.0,-1.0,0.0
tw21971612,-0.9999999979900706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5
tw1444427494669656064,-0.5272321241876583,0.0,0.0,-1.0,0.0,0.0,-1.0,1.0,-1.0,0.0
tw1543367348,-0.5272321241876583,0.0,0.0,-1.0,0.0,0.0,-1.0,1.0,-1.0,0.0
tw877258495309090816,-0.5272321241876583,0.0,0.0,-1.0,0.0,0.0,-1.0,1.0,-1.0,0.0
tw800470083789127680,-0.5272321241876583,0.0,0.0,-1.0,0.0,0.0,-1.0,1.0,-1.0,0.0
tw142555469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tw1177734044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tw1660011688995823617,-0.9999999989950353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
tw1051492560030625793,-0.9999999969851059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3333333333333333
tw3293773070,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tw219299815,-0.619825725212994,0.0,0.0,-1.0,0.0,0.0,-0.5,0.5,-0.5,0.0
tw957575472858189824,-0.5272321241876583,0.0,0.0,-1.0,0.0,0.0,-1.0,1.0,-1.0,0.0
tw41389715,-0.9999999989950353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
tw2574015177,-0.9999999989950353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
tw3191478638,-0.9999999989502717,0.0,0.0,0.0,0.0,-0.3333333333333333,0.0,0.0,-0.3333333333333333,-0.3333333333333333
tw36728338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tw817434465349746688,-0.9999999989950353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
tw3066796555,-0.9999999989950353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
tw1140528632055631872,-0.5272321241876583,0.0,0.0,-1.0,0.0,0.0,-1.0,1.0,-1.0,0.0
tw26862693,-0.9999999989950353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
tw1661756377566437380,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tw1040591054582366209,-0.5272321241876583,0.0,0.0,-1.0,0.0,0.0,-1.0,1.0,-1.0,0.0
tw170864404,-0.5272321241876583,0.0,0.0,-1.0,0.0,0.0,-1.0,1.0,-1.0,0.0
tw1519351424425021443,-0.5272321241876583,0.0,0.0,-1.0,0.0,0.0,-1.0,1.0,-1.0,0.0
tw488008170,-0.9999999989950353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
tw1298378642767130624,-0.9999999989950353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
tw897933390,-0.9999999989950353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
tw416558277,-0.9999999989950353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
tw1765404405522944000,-0.04295556716179869,0.0,-0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,-0.6666666666666666
tw1570494120992575495,-0.9999999989950353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
tw1001356085951774721,0.9999999988409453,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
tw753862173475082241,-0.9999999989950353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
tw1965745129,0.9999999988909569,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,-0.3333333333333333,0.3333333333333333,0.0
tw1503343870205173767,0.3092333836574779,0.0,-0.3333333333333333,0.16666666666666666,0.0,-0.3333333333333333,0.0,0.0,0.0,0.16666666666666666
tw1766142997740007425,-0.9999999989950353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
tw1403285796,-0.9999999989950353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
tw99184995,-0.5272321241876583,0.0,0.0,-1.0,0.0,0.0,-1.0,1.0,-1.0,0.0
tw997214252187471874,-0.9999999989950353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
tw818693514535976960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tw29102066,-0.9999999989950353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
tw1674888817541513222,-0.5272321241876583,0.0,0.0,-1.0,0.0,0.0,-1.0,1.0,-1.0,0.0
tw1586341857969278980,-0.5272321241876583,0.0,0.0,-1.0,0.0,0.0,-1.0,1.0,-1.0,0.0
tw1835742314691547137,-0.9999999969398088,-0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tw33386183,-0.9999999989950353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
tw827372598740795392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tw4324505358,-0.9999999989950353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
tw204106510,-0.9999999989950353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
